group_id,entity_name,entity_value,extracted_text
375816,item_weight,25 gram,
529606,item_weight,150 gram,
529606,item_weight,150 gram,
529606,item_weight,150 gram,"official
store
"
529606,item_weight,150 gram,"net content:150gm
"
529606,item_weight,150 gram,"product display

"
529606,item_weight,150 gram,"product details

"
459516,item_weight,200 gram,"made of nature

neuhtérbs® | *

green
coffee
powder

made from unroasted
arabica coffee bean

"
483370,item_weight,2460.0 gram,"fie

oe } =4

"
178958,maximum_weight_recommendation,7 kilogram,"livingbasics

serves all your storage needs

@

no tools
required

weight handling
weight handling capacity when
capacity when extended
not extended (evenly distributed)

"
654649,item_weight,6.0 ton,
416664,item_weight,2.5 kilogram,"wn naveen
0001 cog@
yo epoocy]
oo oooo)
won soe
1099: vooo4

basis e27
verwenden sie eine
gluhlampe oder eine
led-lampe (nicht im
lieferumfang enthalten)

/

\ seilschalter
/

) auch im dunkeln einfach ein-

und auszuschalten
kabelsammler

um das kabel in der richtigen
reihenfolge anzuordnen

3 regale zu organisieren
es kann das gewicht von 2,5 kg
tragen

"
752266,wattage,60.0 watt,"wd g8

ai ~max 60w

(bulb not included)

color: black

glass type: water ripple glass

housing material: aluminum
voltage: 110-240v
maximum wattage: 60w
bulb base: e27

note: bulb are not included

"
746096,wattage,21.6 watt,"product information sheet

commission delegated regulation (eu) 2019/2013 with regard to energy labelling of
electronic displays

parameter parameter or value and unit
precision
1. | supplier's name or trademark. sony
supplier's address. sony - public contact, da
vincilaan 7-d1, b-1935 za-
ventem, be
2. | model identifier sdm-f27m30
3. | energy efficiency class for standard dynamic range | e
(sdr)
4. | on mode power demand in sdr 21,6 | w
5. | energy efficiency class for high dynamic range g
(hdr)
6. | on mode power demand in hdr, if implemented 31,1 | w
7. | off mode, power demand, if applicable 0,3 |w
8. | standby mode power demand, if applicable 05)/w
9. | networked standby mode power demand, if applic- na. | w
able

10. | electronic display category monitor

11. | size ratio 16 : 9

12. | screen resolution 1920 x 1080 pixels

13. | screen diagonal 68,6 | cm

14. | screen diagonal 27 | inches

15. | visible screen area 20,1 | dm?

16. | panel technology used led lcd

17. | automatic brightness control (abc) available no

18. | voice recognition sensor available no

19. | room presence sensor available no

20. | image refresh frequency rate (default) 60 | hz

21. | minimum guaranteed availability of software and 7 | years
firmware updates (from the date of end of the
placement on the market)

22. | minimum guaranteed availability of spare parts 7 | years
(from the date of end of the placement on the mar-
ket)

23. | minimum guaranteed product support 7 | years
minimum duration of the general guarantee offered 1 | years
by the supplier

24. | power supply type external

25. | external power supply (non standardized and included in the product box)

i acdp-120d01 t
ii | input voltage 240 | v
iii | output voltage 195 /v

26. | external standardised power supply (or suitable one if not included in the product box)
fi =
ii | required output voltage -|v
iii | required delivered current (minimum) -|a
iv | required current frequency - | hz

"
746096,voltage,240.0 volt,"product information sheet

commission delegated regulation (eu) 2019/2013 with regard to energy labelling of
electronic displays

parameter parameter or value and unit
precision
1. | supplier's name or trademark. sony
supplier's address. sony - public contact, da
vincilaan 7-d1, b-1935 za-
ventem, be
2. | model identifier sdm-f27m30
3. | energy efficiency class for standard dynamic range | e
(sdr)
4. | on mode power demand in sdr 21,6 | w
5. | energy efficiency class for high dynamic range g
(hdr)
6. | on mode power demand in hdr, if implemented 31,1 | w
7. | off mode, power demand, if applicable 0,3 |w
8. | standby mode power demand, if applicable 05)/w
9. | networked standby mode power demand, if applic- na. | w
able

10. | electronic display category monitor

11. | size ratio 16 : 9

12. | screen resolution 1920 x 1080 pixels

13. | screen diagonal 68,6 | cm

14. | screen diagonal 27 | inches

15. | visible screen area 20,1 | dm?

16. | panel technology used led lcd

17. | automatic brightness control (abc) available no

18. | voice recognition sensor available no

19. | room presence sensor available no

20. | image refresh frequency rate (default) 60 | hz

21. | minimum guaranteed availability of software and 7 | years
firmware updates (from the date of end of the
placement on the market)

22. | minimum guaranteed availability of spare parts 7 | years
(from the date of end of the placement on the mar-
ket)

23. | minimum guaranteed product support 7 | years
minimum duration of the general guarantee offered 1 | years
by the supplier

24. | power supply type external

25. | external power supply (non standardized and included in the product box)

i acdp-120d01 t
ii | input voltage 240 | v
iii | output voltage 195 /v

26. | external standardised power supply (or suitable one if not included in the product box)
fi =
ii | required output voltage -|v
iii | required delivered current (minimum) -|a
iv | required current frequency - | hz

"
749917,item_weight,1300.0 gram,"as) qe=

"
271537,voltage,120.0 volt,"e204083

jebao®
submersible pump
oy ten oe «=| us

impedance protected
acceptable for indoor and outdoor use listed

warning 63vf

1.to reduce the risk of electric shock, some only to a

roperly grounded, grounding type recepta
to reduce the risk of seca sh

evaluated for use
jebao electrical appliances co.,ltd.

website: www.jebao.com
e-mail: info@jebao.com

le.
ock, install only on a

circuit protected by a ground-fault circuit-interrupter(gfcl).
been investigated

"
529606,item_weight,22.0 gram,"new fast fragrance
nouveau banu ry np) =

yankee candle

wax melt | fondant de cire

3 nn

vy)
“yr

yankee candle company (europe) l
poplarway east cabotpark. avonm

#1630640e | wm-sglbr br snstyce
i
yankee candles ro, prumyslova
9038581114026 finca ee
22 g | made in vietnam 435 01, czech republic

wyprodukowano wwietnamie 008008 6588466 wwwyankeecandle.co.uk
"
529606,item_weight,22.0 gram,"ss

warmers sold separ ¥.

brdleurs vendus separémen

a
i: ea

fast fragrance
parfum r. rapide

yanke© candle

wax melt | fondant de cire

16306406 | wm-sgler br

> ican

"
529606,item_weight,22.0 gram,"fast fragrance
nouveau parfum rapide

yank candle’
wax melt | fondant de cire

bora bora shores | plage de e

r yankee cue conn e
) 16306408 | wisi br er swstvc fasrerrmererealey

oe - . aie
: - : ‘ va 5 ""038581 114026 cane ums,

(098008658466 hnnmokeecadle cou
"
483370,item_weight,2022.0 gram,
932012,item_weight,220.0 gram,"roll shade

220gsm permeable fabric

va professional

| hand made

va durable

"
932012,item_weight,220.0 gram,"roll shade |
220gsm permeable fabric vv q

details

pulley design makes it easier for
users to roll up and down the roller
shade. if you encounter any problems
during installation, feel free to
contact us.

e20) a =a —

soustomized size made in usa

"
396159,item_weight,240.0 gram,"zwoltex.

jacquard webtechnik

unsere muster sind gewebt, nicht gedruckt!

ff keine druckfarben

vf ausbleichsicher

y 100% agyptische
baumwolle

zahit auf grund der weichen aba

und strapazierfahigen ly ui
eigenschaften zu den vy jy
hochwertigsten rohstoffen!

"
477578,item_weight,47.0 gram,"precise
measurement

more intelligent heart rate monitor hr4o

t) (=)

px? 40h

) (-)
ble/ants “47g

adjustable strap
"
731432,item_weight,11 pound,"hig)

h protein
muscle building §
weight gain

‘ain formula

powered, protein 6, carbo}
food for special dietary
them acomon to noe

wore oes

as

authentic

1,251

"
731432,item_weight,5 kilogram,"trusted by the world's best
athletes for 35 years

per serving
(serving 2 scoops)

0°o © blend of high
o° ~_ a= quality complete
> nutrition proteins(veg)
24 vitamins and he
minerals es

ass y: 1gm creatine

monohydrate
per serving

doevgle
rr 1g glutamine
1243 kcal & 50gm protein

of

254gm
carbs

or
ps me

© regularly
tested for

substances
"
731432,item_weight,6.6 pound,
731432,item_weight,3 kilogram,"on serious mass
vs generic mass gainers

other mass
gainer brands

1g creatine
monohydrate
per serving

no creatine

1g glutamine
per serving

blend of high
quality complete
proteins

o)

no high quality
protein blend

"
731432,item_weight,6.6 pound,"20,

protein

supports weights _
muscle building’

*when taken over time with regular resistance training
"
731432,item_weight,5 kilogram,"vanilla

nutrition information

servings per container 15
serving size 334 g (about 2 scoops)

quantity quantity quantity
per 1 scoop per serving per 100g
(2 scoops)t

% daily
values
per serving
energy* 626 kcal

1251 kcal 375 kcal 63 %

protein® 259 509 159 93%

carbohydrate* 1289 2569

ttotal sugars* 10g 209
‘added sugars 09

total fat*

saturated fat

<trans fat

cholesterol”

chromium

tron

todide

magnesium

manganese

molybdenum g
phosphorus

selenium 9
zine

725mg 250 mg

125mg 250 mg
""all values are considered averages unless otherwise indicated,
* percent daily values are calculaled per serve based on 2000 kcal det for adults and recommended

dietary allowances according to indian council of medical research guideline 2020.
‘daily value not established.

supports weight
gain goals*

orar @)

[e\
334 grams 710 ml 30-45 seconds
(about 2 scoop) (24 fl.0z) blend until
serious mass@ cold water, milk dissolved
protein powder or other beverage

ingredients: maltodextrin (77%), protein blend (19%) (whey protein concentrate,
calcium caseinate, whey powder) (emulsifier: ins 322i), artificial flavor (vanilla), creatine
monohydrate, medium chain triglycerides powder, l-glutamine, vitamin and mineral blend
(sodium chloride, calcium phosphate tribasic, magnesium phosphate, calcium lactate,
l-ascorbic acid, zinc sulfate, dl-alpha-tocopheryl acetate, nicotinamide, ferric

pyrophosphate, manganese sulphate, calcium d-pantothenate, pyridoxine hydrochloride,
potassium lodide,

riboflavin, thiamine mononitrate, retinyl palmitate, folic acid, d-bioti
chromium chloride, sodium selenite, ergocalciferol), l-chi
(ins 950), inositol.

allergens: contains milk and soy.
processed in a plant where nut(s) containing products are manufactured.

bitartrate, sweetener

banned

substance

tested

"
731432,item_weight,3 kilogram,"what

1251 calories & 50 grams of protein
helps reach serious weight gain goals

bas ths
when

between meals, after weight
serious

“af ‘a training or before bed
mass 7

net wt. 3kg (6.615)

srg—r—lereqqkwyxns

why

weight gain formula with calories
that count during recovery

"
308671,item_weight,9 gram,"7a

"
917343,item_weight,18.0 ounce,
359859,item_weight,0.13 pound,"product parameter

"
273748,item_weight,0.41 kilogram,"srtap length: 47.24inch/120cm
weight:0.41kg

8.66inch/22cm

4.33inch/11cm

it
7.48inch/19cm
"
563130,item_weight,2.0 pound,"“hits pea 20a generation
, carrier case

"
563130,item_weight,2.0 pound,"what you get?

1x airpods pro 2nd/ist generation case, 1 x metal carabiner,
1x small steel ring, 2 x stickers

(mina

o

small steel ring

|

airpods pro 2nd/ist generation case 7 metal carabiner

luggage sticker ee luggage sticker

stickers stickers
"
479564,item_weight,38.0 gram,"g-sight.com

oo shoot for life
replaceable rubber strike pad
ev eet

gusight

2 sets of batteries

"
254449,item_weight,50.0 gram,"valley

himalayan

shilajit

50 gms (1.76 oz}

"
254449,item_weight,50.0 gram,
254449,item_weight,500.0 milligram,"benefits:

containing above 85 minerals, natural
testosterone booster, anti-aging, anti-
diabetic, mental & physical rejuvenation,

stress & anxiety reduction, cure of
thousand diseases & weakness.

dosage:

take pea-nut sized portion (500 mg).
dissolve it in hot water, milk or juice. drink
iton empty stomach every morning.

product origin : ladakh (j&k)

"
254449,item_weight,50.0 gram,"measure about a
pea-sized ball

dissolve in lukewarm or cold,
pure water or milk and drink

va lu ey

himalayan

ilaj

"
254449,item_weight,76.0 ounce,
639090,item_weight,150.0 gram,"lindor

sa ie
‘ara

fein 150 g
irresistibly smooth - minfinfondant

caramel & sea salt - milk
caramel et sel de mer: lait

caramel and sea salt milk choco! ith a delectably smooth centre
chocolat au lait fourre de fond, ictueux au caramel et sel de mer

"
639090,item_weight,13.0 gram,"nutrition facts
per 1 ball (13 g)
calories 80

fat6g
saturated 4.5 g
+ trans 0g

% daily value*

valeur nutritive
pour 1 boule (13 g)
calories 80

lipides 6 g
saturés 4.5 g
+trans 0g

% valeur
quotidienne*

carbohydrate 6 g
fibre og
sugars 5 g

glucides 6 g
fibres 0g
sucres 5g

protein 1g
cholesterol 0 mg

protéines 1 g
cholestérol 0 mg

sodium 25 mg 1%

potassium 50 mg 1%

sodium 25 mg

potassium 50 mg

calcium 20 mg 2%

calcium 20 mg

iron 0.1 mg 1%

*5% or less is a little, 15% or more is a lot

ingredients: sugars (sugar, lactose,
barley malt extract) * coconut oil

* cocoa butter ¢ milk ingredients

¢ cocoa mass * caramel paste
(sugar, cocoa butter, cream powder,
salt, soy lecithin) ¢ soy lecithin * sea
salt (fleur de sel) ¢ artificial flavour
may contain: peanuts ¢ tree nuts

fer 0.1 mg

*5% ou moins c’est peu,
15% ou plus c’est beaucoup

ingrédients : sucres (sucre, lactose, extrait de
malt d'orge) # huile de coco ® beurre de
cacao ® substances laitiéres * pate de cacao
¢ pate de caramel (sucre, beurre de cacao,
créme en poudre, sel, lécithine de soja)

© lécithine de soja # sel de mer (fleur de
sel) ¢ arome anita

peut contenir : arachides * noix

"
639090,item_weight,150.0 gram,"ash
cms v0
capamel é

i 150g

h “tanfindfondant

irresistibly smoot!
aramel & sea salt - milk

ramel et sel de mer « lait

"
675317,item_weight,2.1 pound,"solid handle 7mm grip comfortable

strong internal construction

0 ka) ~f

weight 2. 1lbs
"
844474,item_weight,0.0 pound,
625310,item_weight,40.0 gram,"portable and lightweight

in addition to having a very beautiful design, the blade speakers are
also very thin. at its thinnest point, it's only 3 millimeters, and it's only
40 grams in total. anyway, you can keep it in your wallet or pocket.
it's easy to carry anywhere.

thin as a blade

the speakerits is lightly the thinest, that is why we named it blade
speaker . it's very thin but powerful. it delivers a high sound volume,
being 4 to 5 times louder than the average cell phone speakers’
volume, reaching up to ll5db
"
299791,item_weight,30.0 gram,"adjustable chain:
55cm+5cm/22+2 inches

width: 3mm

high quality black plated

37mm

30mm

net weight:30g
"
334327,item_weight,1.43 pound,"= 2.2” (5.7,

=

c kriooo00 oo000000)

w - 4.1” (10.5 cm)

2 1.43lb (0.65kg) l-7.9” (20cm)
"
601746,item_weight,200.0 kilogram,
844474,item_weight,260.0 gram,"lightweight :260g ~ large capacity 40l

é
f
ae
€

14.1in

"
318770,wattage,20.0 watt,"used with 20w charger

after 30 mins

"
523149,item_weight,4.0 gram,"tungsten steel

oo
a)
es
2
xe)
a
<
2
=
"
564709,item_weight,23.0 kilogram,
564709,item_weight,0.0 ounce,"pliage rapide
& facile 4 porter

position de l'engrenage --------++-+ * prvmnetneeenss

la vitesse +++ eb

clignotant «++... ; f ier""

cloche-=-""
"
120219,maximum_weight_recommendation,12.0 ounce,
630869,item_weight,34.5 gram,"product detail

wright: 34.5 g

_ inner perimeter6.75~7"" .
"
507988,item_weight,60.0 gram,"bezug 100%
baumwolle

dreh- und
wendbar

@

bezug
waschbar
bei 60 grad

"
529606,item_weight,4.0 pound,"wie benutzt man

2.uberlegen sich die-favorisierte

position auf der kerzenund schneidet
gewinschte motiv aus. den wei®en bereich um die rander. und voll durchnasst.

1.schneiden sie einfach das 3.in wasser legen 10-15 sekunden

qq), alt candie® no
-iqssicc
4.aufbringen und tragerpapier 5.trocknen & genieben,halten

entfernen und schieben das sie die folie dabei mit einem

tragerpapier zur seite. finger vorsichtig in position.

tipps: bitte lesen sie vor gebrauch die gebrauchsanweisung
"
275506,item_weight,32.0 gram,"conduction osseuse mémoire 32g 12 heures ™
. , ”
ip68 étanche dans i'oreille bluetooth 5.3 ee 4

"
275506,item_weight,32.0 gram,"relxhome écouteurs a , other /

conduction osseuse autre

ip68 étanche,
support de natation

t
"
810266,item_weight,13.5 ounce,"weight: 13.502
capacity: 140z2/420ml1)£

"
932012,item_weight,7.0 ounce,"t
it is never too late to fall in lo id. love's tongue isin the eyes.

san ara
tcs

the first time, my world blosso

— — os these have been kissed away.

gina

my \-—
sleep le:= -

| ae |

"
523149,item_weight,15.9 gram,"total weight ~15.9g
real s999 sterling silver ring
"
299791,item_weight,35.3 gram,"cfashionsewelry

2.5cm 3.5em 3.8cm 4.6cm

material:alloy+dripping oil+natural stone
weight:35.3g
"
308856,item_weight,10 kilogram,"introducing ~
optimum performange
for adult

"
308856,item_weight,10 kilogram,"introducing

etimum performange
for adult

> optimum ratio of protein and energy.
> contains high quality proteins, vitamins and minerals.
> easily digestible.

"
993359,item_weight,200 gram,"variety
cumin

item form
powders, seeds

net quantity
200.0 gram

diet type
vegetarian
"
731432,item_weight,100 gram,"for better results we recommend minimum 90 day’s usage
i.e. 3 packs each of brestone cream & capsule

- body massage cream -
"
639090,item_weight,315.0 gram,"mon cheri cherry liqueur chocolates box 315g
chocolates

ingredients: semi-dark chocolate 49% i ar, cocoa mass, cocoa butter, emulsifier
lecithin (soy), vanillin}, sugar, cherry (18% in liqueur 13% (alucase syrup, water, alcohol,
sugar, flavourings), cocoa butter. may contain milk component

nutrition per 100g:

energy (ki/kcal) 1902 /455) best before: see print

fat | 20.3q| content (net): 315

of which saturates | 1329) store at a dry place and protected from heat.
carbohydrates | 52.89)

of which sugar | 48.3

protein | 3¢

salt (oe

dfb delicious food & beverages ltd, 71-75 shelton street, london, wc2h 9j0

"
299791,item_weight,22.0 gram,"product parameters

a
custom name 2
be custom date

90.5 mm a

custom text 4
oe
7] : a
29 mm
¢ weight: approx. 22g * length: 58+5 cm
¢ collection: necklace ¢ material: stainless steel

~

note: product dimensions are manually measured and may have marginal errors.
"
965518,voltage,18.0 volt,
523149,item_weight,4.0 gram,"net weiaht: 4q /pj v safty (v{ hypoallergenic
et os f 9 ae {no fade {durable

fmm sola  {v{comfortable

26.54mm
(1.04in)

ua

rough.surface se\ f jagged rust‘and fade

"
449021,item_weight,8.0 ounce,
271537,voltage,240.0 volt,"ait
wi .

$

"
271537,voltage,12.0 volt,"the flow rate is about
12 liters / minute
"
271537,voltage,12.0 volt,
459516,item_volume,1.69 fluid ounce,"fabriqués en france

plus de 15 ans
dans le sud ouest

d’expérience

proximité & pérennité :

démarche sourcing
audits réguliers aupreés

de qualite :
labellis¢ phytolia de nos fournisseurs
belle
&bi0 4

hstilles relaxation |

urrache

pagani relaxation
‘ are dy woolen

tablet
elem

"
373285,item_volume,64.0 fluid ounce,"yp 31002120603

strawberry (120]

banana _ [#2

serving j

blend of 4juices partially from concentrate = :
with otter natural flavors

64 fl oz (2 qt) 1.891

"
373285,item_volume,8.0 fluid ounce,"100% juice
nutrition facts

8 servings per bottle

% daily value*
0%
0%

total fat
saturated fat 0g
trans fat 0g

cholesterol omg 0%

sodium 5m 0%

total carb. 30g 11%
dietary fiberog 0%
total sugars 23g

incl. og added sugars 0%

potassium 460mg 10%
vitamin c 18mg 20%

*the % daily value (dv) tells you
how much a nutrient in a serving
of food contributes to a daily diet.
2,000 calories a day is used for
general nutrition advice.

all sugars come from the fruit
and/or vegetables.

dist by: naked juice co.
irvine, ca 92612
©2019 naked juice co.

perishable

keep refrigerated ®
gently pasteurized
questions or comments

call (877) 858-4237

nakedjuice.com

shake well!

102120704

ss

separationis natural & q

by,
ad

please

recycle

ingredients: strawberry puree, apple
juice from concentrate (water, appi

.

juice concentrate), banana puree?

orange juice, natural flavors.
‘rainforest alliance certified™

the

outside

ur renewabottle® is
100% recycled plastic -
continue the cycle
and recycle!

to get involved, go to
goodnessoutside.com

juices from*®...

strawberries
apples

bananas

orange

°per bottle
**visit our website for
more information on
our vegan claim

me-hi 5¢ dep

i

0

"
373285,item_volume,8.0 fluid ounce,"100% juic
nutrition facts

8 servings per bottle
serving size 8 fl oz (240ml)
eee

amount per serving

calories 120

% daily value*
total fat 0g 0%
saturated fat0g 0%
trans fat 0g
cholesterol omg
sodium 5mg
total carb. 30g
dietary fiber og
total sugars 23g
incl. og added sugars 0%
protein 1g

vitamin d omcg
calcium 20mg
lron 0.4mg
potassium 460mg
vitamin c 18mg

*the % daily value (dv) tells you
how much a nutrient in a serving
of food contributes to a daily diet.
2,000 calories a day is used for
general nutrition advice.

all sugars come from the fruit
and/or vegetables.

ingredients: strawberry puree, apple
juice from concentrate (water, apple
juice concentrate), banana puree®,
orange juice, natural flavors.
‘rainforest alliance certified™
"
881883,item_weight,13.0 ton,
648011,voltage,"[220.0, 240.0] volt","works with

alexa

+ works
@- ok google

rs satup with googie home 2b

wa ae
"
211213,wattage,1000.0 watt,"grill function
1000 w barbecue for crispy grilled dishes
"
211213,wattage,800.0 watt,"multifuncti
800 w microwav

for heating, cooking ©
and grilling

"
523149,item_weight,4.4 gram,
630390,item_weight,750 gram,"plant-based | vegan

18¢ protein 4g bcaas mcts

sunwarrior

protein

usda
a
ey) us-org-006

non-eu agriculture

net weight 750 g

"
630390,item_weight,750 gram,"plant-based| vegan

18¢ protein 4g bcaas mcts

-org-006
non-eu agricult

net weight 750 g

"
375816,item_weight,123.0 gram,"y)

hin)

<=

starbucks?
medium roast

coffee with

2x caffeine’

a caffe
naturally

ground coffee with coffee extracts
10 - 0.43.02 (12.3 g) / eat net wt 4.3.02 (123 g)
"
375816,item_weight,123.0 gram,"ia
iy!
iah
i

ani

hlm)

==
eurig’
genuine k-cup® ig

starbucks®
medium roast

coffee with

2x caffeine!

naturally

ground coffee with coffee extracts
10 - 0.43 02 (12.3 g) / eat net wt 4.3.02 (123 g)

peel, empty, recycle.
*not recycled in all communities.

j(@ ]2ccsicses
| ah
"
375816,item_weight,123.0 gram,"®

recyclable

tl communities.

paa) 10-04300(1238

starbucks®
medium roast

coffee with

2x caffeine’

ground coffee with coffee extracts
eal netwt4.3 02 (123) ©
"
375816,item_weight,123.0 gram,"starbucks®

medium roast

coffee with

2x caffeine?

caf rg,
an &
man %

10 recyclable: ground coffee wir coffee extracts
k-cup®pods =

eel, empty, me 10- 0.43.02 (12.3 b)/eat net wt4.3 07 (123 g)

p 7. recycle,
*not recycled inall communities,

"
375816,item_weight,123.0 gram,"<euric’

genuine k-cup®pods

®

starbucks®

medium roast
a caf ae coffee with

wax %

more 2x caffeine’

ground coffee
with coffee extracts
10 ate 10-0.4302(12.3 )/ea
peel empty recycle, netwt4.302(123g) ©
"
375816,item_weight,8.0 ounce,"it's easy to brew the perfect cup:

e use 8-0z setting on your brewer.
® e press the brew button.

?
ee ¢ add milk or sugar, or enjoy as is.

store unused pods at room temperature.

starbucks®
rewards
let us treat you—

join starbucks® rewards today:
starbucks.com/morestars

get more from a great cup
of starbucks® coffee

the rich, flavorful taste you love comes with twice the
caffeine of coffee in a traditional starbucks® k-cup®
pod. we've combined our house blend with coffee
extracts, a source of caffeine naturally found in coffee
beans, to give you an extra boost to take on the day.

committed to 100%
ethical coffee sourcing
in partnership with

conservation
international
ia

starbucks.com/social-impact

"
375816,item_weight,123.0 gram,"oo

<euric’

genuine k-cup®pods

®

10 recyclable” tay

k-cup' pols

peel, empty, rec’ (aa)
*not recycled. inall sate

starbucks®
medium roast

coffee with

2x caffeine’

ah cafe,
sax %

ae

ground coffee with coffee extracts
10- 0.43.02 (12.3 g) / eat net wt-4,3 02 (123 g) ©)
"
750220,item_weight,200 gram,"am ese luella lenders eee teeter ester tet ttt tenet ete etd

pack of 5

premiur

ani anjeet ,
afgh

\) wy

super tasty = / . origin: afghan @

ce
ll
—
=
<x
>
<—f
—_
o
ll
i

"
299791,item_weight,56 gram,"product details

total circumference:28""
circumference around 3 turns:9.5""

circumference around 4 turns:7"" 4%)

net weight:56g
"
489118,item_weight,320.0 gram,
489118,item_weight,320.0 gram,
844474,item_weight,0.88 pound,"1.name: school backpack

2.szie: 44(h)x30(l)x14(w)cm
17.2x11.7x5.5 inch

3.gender: students / kids

4.material: 600d polyester

5.weight: 0.88ib
6.there is a night reflective device
"
563130,item_weight,8.0 gram,"please take off the case
before charging zz

(can't charge with case on ) /,

"
179080,voltage,36.0 volt,"i) @
ciclo 1000 veces desmontable 35-70km a-shoras el ahorro de energia

® bateria de 36v-8ah
"
459516,item_weight,1440 milligram,"athe intelligent

“ health

hs the science of life

a

emium quality
organic

turmeric

1440mg

acca taa a

—<ss2

nw=ssd5d 100><

curcumin
with organic black pepper
& organic ginger

wears of research

as

180 vegan capsules
food supplement

"
299791,item_weight,1.6 gram,"ss clasp: spring ring

ee ce
i|

cm
mm

weight of pendant: 1.60g
weight of chain: 1.40g
metal: sterling silver
finish: polished

style: plain

width: chain 1.4mm
"
281678,item_weight,1.2 gram,"z
2
a
2
ep

cg

2

2
4
d
3
3.
8

"
866516,item_weight,14.0 gram,"10.5cm

18cm

114g

weight

4g 8280808
398028 0.9 5

"
916768,item_weight,590.0 gram,"ear ca

7
leak-proof

microwavesafe dishwasher safe leakproof
without lid and cutlery
"
442321,item_weight,100.0 kilogram,"industrial grade load capacity
refuse the instability in gaming

1mm steel frame
triangular structural & dual-frame
100 kg load capacity

leveling feet
floor compatibility

"
589105,item_weight,50.0 ton,
978900,item_weight,276.0 gram,"not only suitable for baking, layering, and shaping

13.66inch
1.18inch

m

uuilz’6
uyouui/0'g

3.93inch

can make homemade hamburgers

276.0g

can make homemade cookies
total weight
"
459516,item_weight,400.0 milligram,"ei

espino

"
459516,item_weight,90.0 gram,"ingredientes por 3 comprimidos
polvo de espino sumidaies fioriclas* : 1200 mg
carbonato de magnesio

peso neto: 90g.

*producto de la agricultura ecoldgica.

ate 200
agricultura ue / no ue

_ complemento alimenticio

>

i \g oes

\ at ibte/constnidisreferenfamiénte antes del fin de:
ng (ver parte inferior envase)

inn

xoo0eju3ah

espino blanco organico - 400 mg - 200 comprimidos
leuf

"
752266,wattage,24.0 watt,"60/80/100/120cm

voltage: 110-220v material:metal+acrylic

power:12/16/20/24w color:black.white

color temperature: 3000k-6000k

"
281678,item_volume,8.0 fluid ounce,"supplement facts
serving size 1 tea bag (makes 8 fl.0z.) servings per container 16
amount per serving %dv

calories 0
all herbal ingredients:

organic chamomile flower 1300 mg
t daily value (dv) not established.

made by traditional medicinals
4515 ross road, sebastopol, ca 95472 usa
certified organic by ccof. all ingredients certified organic.

certified

non
=) vi ©
roject
oee verified ——:
nongmoproject.org corporation

do not use this product if you are allergic to plants in the daisy (asteraceae)
family. consult your healthcare practitioner prior to use if you are pregnant
or breastfeeding.

“these statements have not been evaluated by the food and drug administration.
this product is not intended to diagnose, treat, cure or prevent any disease.

"
132401,item_weight,165.0 pound,"hemorrhoids care cushion

don't worry about hemorrhoid pain if you sit for a long time,
and extra large, better wrapping the buttocks

46.9inch

breathable fabric

15.4inch

hollow design, circulation and ventilation
relieve hemorrhoid pain
"
459516,item_volume,2007.0 gallon,"bei starkeren
korperlichen / betont
seelischen beschwerden

enthalt zwei hochwertige
pflanzenextrakte

exzellente bis gute
vertraglichkeit'

"
459516,item_volume,2006.0 gallon,"weniger hitzewallungen'

weniger depressive
verstimmungen'

verbesserte
schlafeffizienz*

"
459516,item_volume,2007.0 gallon,"warum remifemin® plus
johanniskraut?

in
| remifemin,

pace

© stark und hormonfrei

© pflanzlich und sehr gut vertraglich'

o) effiziente therapie, auch nach
absetzen einer hormontherapie 4
"
523149,item_weight,2.5 gram,"about: 2.5g
"
483370,item_weight,100.0 gram,
459516,item_weight,3.52 ounce,"triphala

powder

"
459516,item_weight,100 gram,"jaritaki*, bibhitaki*, amla”.
lients

'on facts per 100g {approx}
energy keal) i +192396.93
protein{g) 2.88
carbohydrates (g) 85.52
{g) . nil

han 20 years of experience in organic agriculture ps
'an 2000 certified farmers across india. aa
‘about our activities, please visit: www-puream

and transparency: togeta
ww we work across the supply chain and !0
lease write to us infofapureandsure.|n

queries, please contact our customer care ex
0369 or write to us at infoapureandsure.in

"
459516,item_weight,3.52 ounce,"n
)
nx
by
)
ss
d
[)
oo
=

"
459516,item_weight,100 gram,
226504,item_weight,10.5 kilogram,"product dimensions

aa
320 * }
mm 250 mm

weight: 10.5 kg
volume: 20 l
"
446789,maximum_weight_recommendation,300 kilogram,"5 years warranty weight bearing capacity quality verified accomodates 2 adults

"
308856,item_weight,70 gram,
308856,item_weight,70 gram,"cniemam health ferree,

ch

~~"" chip chops
chicken & codroll —
dog treat

tear along dotted line

4 °
imports

"
308856,item_weight,70 gram,"benefits

hy
1

muscle
cf development as
healthy hair _——- | faster wound
a <<a & injury healing

healthy skin improved heart
condition
right amount easily
of protein

digestive
"
993359,item_weight,3.52 ounce,"no gmo used
ir tion

"
993359,item_weight,100 gram,"pro2* <
nature ,....

100% organic in production

——
yada
=
a
—
=
=
—
ra)

"
375816,item_weight,200 gram,"| from se of coffee and chic. { }
coffee 60% chicory 40% |

| instant coffee-
""| chicory mixture

"
375816,item_weight,200 gram,
529606,item_weight,0 gram,
529606,item_weight,0 gram,"e no toxins & pollutants

e biodegradable and
water soluble

e burns with zero petro-
carbon soot, unlike
paraffin wax

e burns upto 30 hours

"
